idols,name,kana,lat,lon
"四条貴音,ロコ",半田市亀崎高根町六丁目,はんだし かめざきたかねちょう 6,34.918628,136.959259
"四条貴音,ロコ",半田市亀崎高根町七丁目,はんだし かめざきたかねちょう 7,34.91815,136.956039
"四条貴音,ロコ",半田市亀崎高根町八丁目,はんだし かめざきたかねちょう 8,34.916434,136.95886
"ロコ,真壁瑞希",半田市清水北町,はんだし しみずきたまち,34.900578,136.926422
"ロコ,馬場このみ",半田市平地馬場町一丁目,はんだし ひらちばんばちょう 1,34.925901,136.956602
"ロコ,馬場このみ",半田市平地馬場町二丁目,はんだし ひらちばんばちょう 2,34.924551,136.956068
"ロコ,高山紗代子",半田市岩滑高山町一丁目,はんだし やなべたかやまちょう 1,34.911609,136.918179
"ロコ,高山紗代子",半田市岩滑高山町二丁目,はんだし やなべたかやまちょう 2,34.90904,136.919136
"ロコ,高山紗代子",半田市岩滑高山町三丁目,はんだし やなべたかやまちょう 3,34.907285,136.919804
"ロコ,高山紗代子",半田市岩滑高山町四丁目,はんだし やなべたかやまちょう 4,34.906475,136.917266
"ロコ,高山紗代子",半田市岩滑高山町五丁目,はんだし やなべたかやまちょう 5,34.908681,136.916385
"ロコ,高山紗代子",半田市岩滑高山町六丁目,はんだし やなべたかやまちょう 6,34.909388,136.914164
"ロコ,高山紗代子",半田市岩滑高山町七丁目,はんだし やなべたかやまちょう 7,34.908336,136.912982
"ロコ,高山紗代子",半田市岩滑高山町八丁目,はんだし やなべたかやまちょう 8,34.905726,136.914193
"ロコ,横山奈緒",半田市横山町,はんだし よこやまちょう,34.899957,136.887365
"春日未来,高山紗代子",春日井市高山町一丁目,かすがいし たかやまちょう 1,35.252089,136.951619
"春日未来,高山紗代子",春日井市高山町二丁目,かすがいし たかやまちょう 2,35.255226,136.954845
"春日未来,高山紗代子",春日井市高山町三丁目,かすがいし たかやまちょう 3,35.257578,136.954365
"春日未来,高山紗代子",春日井市西高山町一丁目,かすがいし にしたかやまちょう 1,35.254654,136.947041
"春日未来,高山紗代子",春日井市西高山町二丁目,かすがいし にしたかやまちょう 2,35.257245,136.948331
"春日未来,高山紗代子",春日井市西高山町三丁目,かすがいし にしたかやまちょう 3,35.254868,136.950086
"高槻やよい,春日未来",春日井市弥生町,かすがいし やよいちょう,35.239663,136.978768
"高槻やよい,春日未来",春日井市弥生町一丁目,かすがいし やよいちょう 1,35.239814,136.975112
"高槻やよい,春日未来",春日井市弥生町二丁目,かすがいし やよいちょう 2,35.241692,136.978212
"春日未来,高山紗代子",春日井市高山町四丁目,かすがいし たかやまちょう 4,35.260353,136.953285
"春日未来,高山紗代子",春日井市高山町,かすがいし たかやまちょう,35.2616,136.952509
"馬場このみ,豊川風花",豊川市馬場町,とよかわし ばばちょう,34.820179,137.402347
"双海亜美,双海真美,豊川風花",豊川市二見町,とよかわし ふたみちょう,34.818821,137.389088
"野々原茜,豊川風花",豊川市御津町赤根,とよかわし みとちょうあかね,34.817667,137.298249
"高槻やよい,豊川風花",豊川市弥生町一丁目,とよかわし やよいちょう 1,34.810805,137.376002
"高槻やよい,豊川風花",豊川市弥生町二丁目,とよかわし やよいちょう 2,34.809715,137.373854
"双海亜美,双海真美",豊田市双美町一丁目,とよたし ふたみちょう 1,35.097366,137.200968
"双海亜美,双海真美",豊田市双美町二丁目,とよたし ふたみちょう 2,35.097432,137.202242
"双海亜美,双海真美",豊田市双美町三丁目,とよたし ふたみちょう 3,35.0974,137.203321
"双海亜美,双海真美",豊田市二タ宮町,とよたし ふたみやちょう,35.153085,137.363453
"双海亜美,双海真美",清須市西枇杷島町二見,きよすし にしびわじまちょうふたみ,35.199013,136.862959
"萩原雪歩,松田亜利沙",一宮市萩原町萩原松田,いちのみやし はぎわらちょうはぎわら,35.282161,136.76392
"萩原雪歩,所恵美",一宮市萩原町中島番所,いちのみやし はぎわらちょうなかしま,35.267993,136.771514
"萩原雪歩,馬場このみ",一宮市萩原町西御堂馬場,いちのみやし はぎわらちょうにしみどう,35.262774,136.774676
"春日未来,高山紗代子",春日井市高山町辻山,かすがいし たかやまちょう,35.261221,136.952058
"野々原茜,豊川風花",豊川市御津町赤根下川,とよかわし みとちょうあかね,34.81419,137.296611
"野々原茜,豊川風花",豊川市御津町赤根半郷,とよかわし みとちょうあかね,34.816421,137.295719
"野々原茜,豊川風花",豊川市御津町赤根仲田,とよかわし みとちょうあかね,34.822007,137.297716
"野々原茜,豊川風花",豊川市御津町赤根屋敷,とよかわし みとちょうあかね,34.814217,137.299179
"野々原茜,豊川風花",豊川市御津町赤根宮前,とよかわし みとちょうあかね,34.818186,137.299096
"野々原茜,豊川風花",豊川市御津町赤根前浜,とよかわし みとちょうあかね,34.811427,137.299181
"野々原茜,豊川風花",豊川市御津町赤根百々,とよかわし みとちょうあかね,34.820004,137.300005
"野々原茜,豊川風花",豊川市御津町赤根角田,とよかわし みとちょうあかね,34.816076,137.299652
"野々原茜,豊川風花",豊川市御津町赤根水神,とよかわし みとちょうあかね,34.813981,137.300775
"野々原茜,豊川風花",豊川市御津町赤根山田,とよかわし みとちょうあかね,34.820461,137.302959
"野々原茜,豊川風花",豊川市御津町赤根柑子,とよかわし みとちょうあかね,34.817694,137.302721
"野々原茜,豊川風花",豊川市御津町赤根神場,とよかわし みとちょうあかね,34.818265,137.307514
"所恵美,豊川風花",豊川市御津町下佐脇御所,とよかわし みとちょうしもさわき,34.805273,137.324272
"馬場このみ,豊川風花",豊川市萩町馬場,とよかわし はぎちょう,34.877502,137.32607
"所恵美,豊川風花",豊川市市田町御所ケ谷津,とよかわし いちだちょう,34.833835,137.361075
"菊地真,豊川風花",豊川市千両町真川,とよかわし ちぎりちょう,34.857602,137.380558
"馬場このみ,豊川風花",豊川市馬場町上石畑,とよかわし ばばちょう,34.818788,137.399107
"馬場このみ,豊川風花",豊川市馬場町弁天前,とよかわし ばばちょう,34.819055,137.400062
"馬場このみ,豊川風花",豊川市馬場町郷中,とよかわし ばばちょう,34.82122,137.400804
"馬場このみ,豊川風花",豊川市馬場町縄手上,とよかわし ばばちょう,34.817957,137.401637
"馬場このみ,豊川風花",豊川市馬場町郷前,とよかわし ばばちょう,34.820011,137.401616
"馬場このみ,豊川風花",豊川市馬場町御堂前,とよかわし ばばちょう,34.818924,137.40156
"馬場このみ,豊川風花",豊川市馬場町郷東,とよかわし ばばちょう,34.821218,137.403731
"所恵美,豊川風花",豊川市足山田町御所貝ツ,とよかわし あしやまだちょう,34.866209,137.404141
"馬場このみ,豊川風花",豊川市馬場町宮脇,とよかわし ばばちょう,34.820092,137.403231
"馬場このみ,豊川風花",豊川市馬場町松下,とよかわし ばばちょう,34.822854,137.40348
"馬場このみ,豊川風花",豊川市馬場町薬師,とよかわし ばばちょう,34.822343,137.405078
"馬場このみ,豊川風花",豊川市萩町西馬場,とよかわし はぎちょう,34.878502,137.324796
"野々原茜,豊川風花",豊川市御津町赤根松葉,とよかわし みとちょうあかね,34.817684,137.300737
"北沢志保,豊川風花",豊川市御油町北沢,とよかわし ごゆちょう,34.853567,137.320793
"所恵美,豊川風花",豊川市金沢町万所,とよかわし かなざわちょう,34.858431,137.450274
"横山奈緒,豊川風花",豊川市萩町横山,とよかわし はぎちょう,34.876575,137.351111
"田中琴葉,横山奈緒",安城市横山町大山田中,あんじょうし よこやまちょう,34.961157,137.073195
"田中琴葉,中谷育",知多市岡田中谷,ちたし おかだ,34.96495,136.866916
"双海亜美,双海真美",伊勢市二見町今一色,いせし ふたみちょういまいしき,34.518979,136.750508
"双海亜美,双海真美",伊勢市二見町江,いせし ふたみちょうえ,34.50264,136.789888
"双海亜美,双海真美",伊勢市二見町荘,いせし ふたみちょうしょう,34.508389,136.770664
"双海亜美,双海真美",伊勢市二見町茶屋,いせし ふたみちょうちゃや,34.506152,136.781602
"双海亜美,双海真美",伊勢市二見町西,いせし ふたみちょうにし,34.511839,136.759004
"双海亜美,双海真美",伊勢市二見町光の街,いせし ふたみちょうひかりのまち,34.495667,136.762816
"双海亜美,双海真美",伊勢市二見町松下,いせし ふたみちょうまつした,34.496178,136.802936
"双海亜美,双海真美",伊勢市二見町溝口,いせし ふたみちょうみぞぐち,34.502298,136.757109
"双海亜美,双海真美",伊勢市二見町三津,いせし ふたみちょうみつ,34.500154,136.776734
"双海亜美,双海真美",伊勢市二見町山田原,いせし ふたみちょうやまだはら,34.500533,136.765689
"所恵美,中谷育",熊野市育生町粉所,くまのし いくせいちょうこどころ,33.925154,136.002128
"高槻やよい,横山奈緒",長浜市高月町横山,ながはまし たかつきちょうよこやま,35.483609,136.223423
"田中琴葉,馬場このみ",京都市左京区田中馬場町,きょうとしさきょうく たなかばばちょう,35.032688,135.774966
"所恵美,馬場このみ",長岡京市馬場図所,ながおかきょうし ばば,34.927563,135.71038
"田中琴葉,ロコ",南丹市園部町半田中殿,なんたんし そのべちょうはんだ,35.090547,135.456714
"所恵美,馬場このみ",船井郡京丹波町高岡馬場所,ふないぐんきょうたんばちょう たかおか,35.131668,135.410147
"四条貴音,中谷育",大阪市城東区成育一丁目,おおさかしじょうとうく せいいく 1,34.705373,135.5418
"四条貴音,中谷育",大阪市城東区成育二丁目,おおさかしじょうとうく せいいく 2,34.709007,135.54557
"四条貴音,中谷育",大阪市城東区成育三丁目,おおさかしじょうとうく せいいく 3,34.708248,135.542904
"四条貴音,中谷育",大阪市城東区成育五丁目,おおさかしじょうとうく せいいく 5,34.713594,135.54471
"四条貴音,中谷育",大阪市城東区成育四丁目,おおさかしじょうとうく せいいく 4,34.711213,135.543521
"高槻やよい,所恵美",高槻市別所新町,たかつきし べっしよしんまち,34.857615,135.626578
"高槻やよい,菊地真",高槻市真上町三丁目,たかつきし まかみちょう 3,34.859044,135.607665
"高槻やよい,所恵美",高槻市別所中の町,たかつきし べっしよなかのちょう,34.859148,135.626868
"高槻やよい,菊地真",高槻市西真上二丁目,たかつきし にしまかみ 2,34.858113,135.601345
"高槻やよい,菊地真",高槻市真上町二丁目,たかつきし まかみちょう 2,34.856692,135.608978
"高槻やよい,菊地真",高槻市真上町四丁目,たかつきし まかみちょう 4,34.860505,135.609253
"高槻やよい,菊地真",高槻市真上町一丁目,たかつきし まかみちょう 1,34.855939,135.61282
"高槻やよい,所恵美",高槻市庄所町,たかつきし しょうどころちょう,34.838986,135.614565
"高槻やよい,菊地真",高槻市西真上一丁目,たかつきし にしまかみ 1,34.857079,135.604843
"高槻やよい,菊地真",高槻市真上町五丁目,たかつきし まかみちょう 5,34.863771,135.611267
"高槻やよい,春日未来",高槻市春日町,たかつきし かすがちょう,34.838511,135.628394
"高槻やよい,所恵美",高槻市南庄所町,たかつきし みなみしょうどころちょう,34.834206,135.614659
"高槻やよい,菊地真",高槻市真上町六丁目,たかつきし まかみちょう 6,34.866154,135.610931
"高槻やよい,所恵美",高槻市別所本町,たかつきし べっしょほんまち,34.863917,135.627251
"高槻やよい,所恵美",高槻市安満御所の町,たかつきし あまごしょのちょう,34.866491,135.633123
"菊地真,篠宮可憐",門真市四宮一丁目,かどまし しのみや 1,34.737719,135.612074
"菊地真,篠宮可憐",門真市四宮四丁目,かどまし しのみや 4,34.733032,135.612253
"菊地真,篠宮可憐",門真市四宮六丁目,かどまし しのみや 6,34.730166,135.614482
"菊地真,篠宮可憐",門真市四宮三丁目,かどまし しのみや 3,34.736404,135.613577
"菊地真,篠宮可憐",門真市四宮五丁目,かどまし しのみや 5,34.733418,135.615233
"菊地真,篠宮可憐",門真市四宮二丁目,かどまし しのみや 2,34.737899,135.615886
"双海亜美,双海真美",明石市二見町南二見,あかしし ふたみちょうみなみふたみ,34.69301,134.873829
"双海亜美,双海真美",明石市二見町西二見,あかしし ふたみちょうにしふたみ,34.708868,134.883044
"双海亜美,双海真美",明石市二見町西二見駅前三丁目,あかしし ふたみちょうにしふたみえきまえ 3,34.705221,134.874432
"双海亜美,双海真美",明石市二見町西二見駅前二丁目,あかしし ふたみちょうにしふたみえきまえ 2,34.703791,134.87697
"双海亜美,双海真美",明石市二見町西二見駅前一丁目,あかしし ふたみちょうにしふたみえきまえ 1,34.705286,134.878272
"双海亜美,双海真美",明石市二見町西二見駅前四丁目,あかしし ふたみちょうにしふたみえきまえ 4,34.70687,134.875849
"双海亜美,双海真美",明石市二見町東二見,あかしし ふたみちょうひがしふたみ,34.701289,134.887663
"双海亜美,双海真美",明石市二見町福里,あかしし ふたみちょうふくさと,34.713117,134.894822
"双海亜美,双海真美,篠宮可憐",西宮市二見町,にしのみやし ふたみちょう,34.740631,135.372278
"田中琴葉,篠宮可憐",西宮市上田中町,にしのみやし うえだなかまち,34.708478,135.373025
"田中琴葉,篠宮可憐",西宮市田中町,にしのみやし たなかちょう,34.736492,135.337229
"馬場このみ,篠宮可憐",西宮市馬場町,にしのみやし ばばちょう,34.735144,135.337841
"所恵美,篠宮可憐",西宮市産所町,にしのみやし さんしょちょう,34.737578,135.334649
"所恵美,篠宮可憐",西宮市御茶家所町,にしのみやし おちゃやしょちょう,34.737827,135.326868
"天海春香,篠宮可憐",西宮市甲子園春風町,にしのみやし こうしえんはるかぜちょう,34.730806,135.362402
"菊地真,篠宮可憐",西宮市今津真砂町,にしのみやし いまづまさごちょう,34.719356,135.347984
"田中琴葉,ロコ",朝来市和田山町土田中川原,あさごし わだやまちょうはんだ,35.3458,134.840969
"所恵美,ロコ",朝来市和田山町土田向所,あさごし わだやまちょうはんだ,35.342594,134.840676
"田中琴葉,ロコ",奈良市北半田中町,ならし きたはんだなかまち,34.688111,135.832472
"田中琴葉,ロコ",奈良市南半田中町,ならし みなみはんだなかまち,34.687488,135.832616
"双海亜美,双海真美",五條市二見一丁目,ごじょうし ふたみ 1,34.346865,135.686892
"双海亜美,双海真美",五條市二見二丁目,ごじょうし ふたみ 2,34.344563,135.684943
"双海亜美,双海真美",五條市二見三丁目,ごじょうし ふたみ 3,34.344446,135.682646
"双海亜美,双海真美",五條市二見四丁目,ごじょうし ふたみ 4,34.344063,135.688089
"双海亜美,双海真美",五條市二見五丁目,ごじょうし ふたみ 5,34.340894,135.686576
"双海亜美,双海真美",五條市二見六丁目,ごじょうし ふたみ 6,34.347202,135.68421
"双海亜美,双海真美",五條市二見七丁目,ごじょうし ふたみ 7,34.344715,135.679395
"菊地真,双海真美",香芝市西真美一丁目,かしばし にしまみ 1,34.54348,135.712346
"菊地真,双海真美",香芝市西真美二丁目,かしばし にしまみ 2,34.547573,135.713243
"菊地真,双海真美",香芝市西真美三丁目,かしばし にしまみ 3,34.544009,135.716047
"菊地真,双海真美",香芝市真美ヶ丘一丁目,かしばし  1,34.541244,135.717323
"菊地真,双海真美",香芝市真美ヶ丘二丁目,かしばし  2,34.540564,135.721477
"菊地真,双海真美",香芝市真美ヶ丘三丁目,かしばし  3,34.537974,135.723837
"菊地真,双海真美",香芝市真美ヶ丘四丁目,かしばし  4,34.535586,135.727322
"菊地真,双海真美",香芝市真美ヶ丘五丁目,かしばし  5,34.547212,135.719315
"菊地真,双海真美",香芝市真美ヶ丘六丁目,かしばし  6,34.543574,135.722292
"菊地真,双海真美",香芝市真美ヶ丘七丁目,かしばし  7,34.54216,135.725444
"田中琴葉,馬場このみ",紀の川市田中馬場,きのかわし たなかばば,34.26747,135.354581
"田中琴葉,松田亜利沙",岡山市北区高松田中,おかやましきたく たかまつたなか,34.696595,133.795523
"菊地真,真壁瑞希",総社市真壁,そうじゃし まかべ,34.671871,133.728359
"菊地真,福田のり子",真庭市蒜山上福田,まにわし ひるぜんかみふくだ,35.309885,133.626852
"菊地真,福田のり子",真庭市蒜山下福田,まにわし ひるぜんしもふくだ,35.298796,133.677992
"菊地真,福田のり子",真庭市蒜山中福田,まにわし ひるぜんなかふくだ,35.30213,133.648838
"菊地真,所恵美",真庭市蒜山別所,まにわし ひるぜんべっしょ,35.294707,133.772099
"菊地真,福田のり子",真庭市福田,まにわし ふくだ,35.050719,133.750988
"菊地真,所恵美",真庭市別所,まにわし べっしよ,35.017524,133.642799
"菊地真,真壁瑞希",美作市真加部,みまさかし まかべ,35.080736,134.183299
"菊地真,中谷育",真庭郡新庄村中谷,まにわぐんしんじょうそん ,35.197488,133.5722
"菊地真,田中琴葉",真庭郡新庄村田中,まにわぐんしんじょうそん ,35.188301,133.565477
"菊地真,所恵美",真庭郡新庄村大所,まにわぐんしんじょうそん ,35.163314,133.57835
"菊地真,真壁瑞希",苫田郡鏡野町真加部,とまたぐんかがみのちょう まかべ,35.090107,133.917961
"菊地真,高坂海美",三原市高坂町真良,みはらし たかさかちょうしんら,34.441338,132.998571
"田中琴葉,ロコ",美馬郡つるぎ町半田中藪,みまぐんつるぎちょう はんだ,34.041971,134.051359
"双海亜美,双海真美",伊予市双海町大久保,いよし ふたみちょうおおくぼ,33.656058,132.61012
"双海亜美,双海真美",伊予市双海町上灘,いよし ふたみちょうかみなだ,33.673651,132.666341
"双海亜美,双海真美",伊予市双海町串,いよし ふたみちょうくし,33.628737,132.570715
"双海亜美,双海真美",伊予市双海町高野川,いよし ふたみちょうこうのかわ,33.700887,132.670124
"双海亜美,双海真美",伊予市双海町高岸,いよし ふたみちょうたかぎし,33.670083,132.630464
"双海亜美,双海真美",西宇和郡伊方町二見,にしうわぐんいかたちょう ふたみ,33.465497,132.284099
"双海亜美,双海真美",四万十市双海,しまんとし ふたみ,32.970464,132.994084
"高槻やよい,春日未来",春日市弥生一丁目,かすがし やよい 1,33.536977,130.448022
"高槻やよい,春日未来",春日市弥生二丁目,かすがし やよい 2,33.536154,130.450985
"高槻やよい,春日未来",春日市弥生三丁目,かすがし やよい 3,33.535337,130.45204
"高槻やよい,春日未来",春日市弥生四丁目,かすがし やよい 4,33.53453,130.450751
"高槻やよい,春日未来",春日市弥生五丁目,かすがし やよい 5,33.533386,130.449783
"高槻やよい,春日未来",春日市弥生六丁目,かすがし やよい 6,33.533351,130.448513
"高槻やよい,春日未来",春日市弥生七丁目,かすがし やよい 7,33.534875,130.448439
"松田亜利沙,宮尾美也",みやま市瀬高町松田,みやまし せたかまちまつだ,33.143689,130.493254
"菊地真,宮尾美也",みやま市山川町真弓,みやまし やまかわまちまゆみ,33.095048,130.555781
"松田亜利沙,宮尾美也",京都郡みやこ町勝山松田,みやこぐんみやこまち かつやままつだ,33.680064,130.893742
"馬場このみ,宮尾美也",京都郡みやこ町犀川木井馬場,みやこぐんみやこまち さいがわきいばば,33.620542,130.963332
"田中琴葉,宮尾美也",京都郡みやこ町田中,みやこぐんみやこまち たなか,33.688671,130.993423
"福田のり子,白石紬",杵島郡白石町大字福田,きしまぐんしろいしちょう ,33.179745,130.162489
"島原エレナ,馬場このみ",島原市新馬場町,しまばらし しんばばまち,32.798155,130.367135
"萩原雪歩,島原エレナ",島原市萩原一丁目,しまばらし はぎはら 1,32.785479,130.366691
"萩原雪歩,島原エレナ",島原市萩原二丁目,しまばらし はぎはら 2,32.785621,130.362627
"萩原雪歩,島原エレナ",島原市萩原三丁目,しまばらし はぎはら 3,32.783924,130.363464
"島原エレナ,馬場このみ",島原市広馬場町,しまばらし ひろばばまち,32.774597,130.371535
"島原エレナ,北上麗花",島原市北上木場町,しまばらし きたかみこばまち,32.754162,130.336542
"双海亜美,双海真美",八代市二見赤松町,やつしろし ふたみあかまつまち,32.382323,130.541198
"双海亜美,双海真美",八代市二見下大野町,やつしろし ふたみしもおおのまち,32.407006,130.566996
"双海亜美,双海真美",八代市二見洲口町,やつしろし ふたみすぐちまち,32.416095,130.551537
"双海亜美,双海真美",八代市二見野田崎町,やつしろし ふたみのたざきまち,32.406922,130.589692
"双海亜美,双海真美",八代市二見本町,やつしろし ふたみほんまち,32.393854,130.558211
"如月千早,菊地真",菊池市七城町林原,きくちし しちじょうまちはやしばる,32.954309,130.747152
"菊地真,馬場このみ",菊池郡菊陽町大字馬場楠,きくちぐんきくようまち ,32.844195,130.841592
"天海春香,春日未来",奄美市名瀬春日町,あまみし なぜかすがちょう,28.366252,129.504713
"天海春香,菊地真",奄美市名瀬真名津町,あまみし なぜまなづちょう,28.364266,129.497588
"菊地真,真壁瑞希",糸満市字真壁,いとまんし ,26.107698,127.691351
